dataset,seed,mae,medae,mre,medre,r2,rmse,top_models,ensemble_weights,fail_tuned,overlap_rate,overlap_source_scale
0028,0,78.76393127441406,81.8397216796875,0.4315571545810513,0.0746914180848657,0.9790387538882176,85.65580199988939,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,1,241.15706787109372,59.233154296875,0.1292704291372501,0.0951073929554777,0.6982501200948377,399.7218223073729,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,2,38.14902954101562,35.51904296875,0.0832864639680961,0.0546398227062289,0.9773129333038352,43.35342425941768,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,3,99.0998046875,68.671630859375,0.1952079156212822,0.0996862526907499,0.9743305220075568,113.3859182889641,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,4,171.35645751953126,41.71331787109375,0.1030832167493762,0.0702244408604271,0.7995456611684213,312.82374774990694,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,5,92.62711181640626,71.210205078125,0.1485121072444702,0.1098652742197252,0.9225981962733854,119.38042648614464,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,6,113.38439331054688,89.16891479492188,0.2701080552839545,0.1418180920046354,0.9233422923153632,136.48653909112346,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,7,57.34122314453125,51.1834716796875,0.0850295442955646,0.0849287860131286,0.9806814539583792,68.13571721728898,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,8,173.89063568115233,49.8680419921875,0.2753909597656811,0.0542165298117143,-0.0067396021924346,246.9715697407416,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,9,129.38551025390626,127.16204833984376,0.2319216540463608,0.1814526819061779,0.8897691916245849,159.64535675952905,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,10,74.11322631835938,33.81011962890625,0.109160303948798,0.0607942581694633,0.928973246154074,120.68314278872326,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,11,130.61697692871093,97.48187255859376,0.5005280856392357,0.1127479473874961,0.920970128359056,156.57896969431974,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,12,55.62744140625,54.06732177734375,0.0690376639633569,0.0569609403272647,0.964872216182914,65.64833958283803,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,13,70.60474853515625,42.2796630859375,0.1790901290857711,0.0688818245793093,0.9593648877672774,89.07909986691959,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,14,139.62462158203124,162.4521484375,0.1886982670363313,0.1717125499560498,0.8269548657334425,153.28652115309646,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,15,74.70198364257813,26.75543212890625,0.0888477856463474,0.0481091657211891,0.9710857527405786,114.86094761781142,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,16,96.94526977539064,92.50234985351562,0.1693927339209956,0.1335296951332537,0.945449744161912,103.41199241038132,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,17,240.72310791015624,35.34161376953125,0.169235058795452,0.1106985300021641,0.6228300100902215,393.0636136877272,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,18,111.8776512145996,29.2960205078125,0.2199994233920207,0.0242195941626249,0.7218010543221162,209.34203057648492,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,19,222.79185485839844,114.95458984375,0.3403182005925354,0.2243454027450572,0.8105926594589088,378.2794615991711,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,20,72.1556396484375,56.40277099609375,0.1460939777756121,0.1163974523055579,0.9712933316180954,84.07967990220996,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,21,96.55447998046876,85.80462646484375,0.2476495064070378,0.1036245933558217,0.9544777794558874,116.09080731471025,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,22,266.6382659912109,98.81895446777344,0.6320504007400538,0.3177701610910934,0.797707865522042,429.3002327826046,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,23,85.82130126953125,74.65625,0.1069471365523426,0.121629604895302,0.9267256052666116,108.01068500754128,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,24,40.77756958007812,37.3533935546875,0.0832893101352934,0.0360693264149153,0.9878222515479724,48.11710216903034,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,25,134.42353515625,116.113037109375,0.2822458288137016,0.1954764934501262,0.7960873063142839,156.87458034871497,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,26,96.98311767578124,77.005859375,0.257854055815175,0.1134775349533282,0.8695608368319867,124.00723615566324,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,27,98.28040161132812,107.75094604492188,0.1689040610356977,0.0645155512861853,0.9479266618296036,128.79396151612522,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,28,74.36729736328125,43.699310302734375,0.1151524172819328,0.0656812263257575,0.9761791458480924,104.29728391945967,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0028,29,93.1323028564453,64.2999267578125,0.0776238052442642,0.0499046694017364,0.9645887416258138,121.0708898442454,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,0,142.16817220052084,118.656005859375,0.1152971034613563,0.1121563188633155,0.9381461661555934,185.7350342488624,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,1,399.9316253662109,218.45941162109372,0.3182117804328015,0.1630977582063663,0.5635099293190842,593.9349045772326,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,2,189.86944580078125,118.5091552734375,0.1517358925928175,0.1425894781723867,0.9058324446057834,282.9381845451751,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,3,115.35204569498698,127.9527587890625,0.1529400883605815,0.0558964094612761,0.9729399141264944,128.59577344637128,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,4,123.12181599934895,94.86587524414062,0.0828945022059342,0.0946210368550042,0.9500991828530448,153.45286718804832,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,5,304.0419311523437,323.9302978515625,0.1742178849221489,0.1446340396797175,0.7247460051177534,349.6106234735506,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,6,183.95901489257807,89.13247680664062,0.2129046258358473,0.049939986881478,0.8812108246312335,304.1106175975509,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,7,107.05967203776042,54.98648071289063,0.0908086058377357,0.05400727200847,0.9650798304157068,149.23432537681282,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,8,86.45679728190105,59.86080932617188,0.0741628150802529,0.040030118583291,0.9739898414706034,121.763871421745,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,9,185.865224202474,131.05914306640625,0.1026237958620805,0.089040766614145,0.9260891377281332,245.9288274996859,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,10,184.54215494791663,142.3170166015625,0.0986370062370008,0.071323724206968,0.9147799500508352,234.64113251840683,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,11,169.93129857381186,192.7525634765625,0.2059271597575685,0.1133787610565164,0.952367279260586,186.91084599180255,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,12,163.9180908203125,137.25299072265625,0.1262005886369258,0.07981016035764,0.8938938001744515,210.19362633598385,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,13,330.6160634358724,263.7550048828125,0.2283960907184888,0.1157549281663488,0.830208114520291,422.8309896929353,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,14,182.85637283325195,137.83205795288086,0.2080038070259028,0.1084859490130327,0.9486235777094768,216.24557925182148,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,15,124.25448099772136,88.0001220703125,0.1075329130894946,0.0674510174599807,0.9685491370981364,150.2072108329614,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,16,190.4484723409017,193.66558837890625,0.2776707983133063,0.2295192749152706,0.9175028691552484,194.87112923750087,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,17,147.53728230794272,125.31527709960938,0.0840726919809614,0.0659431048123214,0.9469533553618752,188.6470461525234,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,18,180.5821736653646,110.21328735351562,0.1553060650779902,0.1513679997497363,0.9377779835438976,222.92698305186084,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,19,129.85587946573892,123.88949584960938,0.2312395064067055,0.1266026618156563,0.9599285817118116,142.25840467132144,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,20,174.7535603841146,162.38177490234375,0.1779171527051493,0.135910109641282,0.9345730524609112,198.8702605231953,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,21,236.65267944335935,220.63333129882807,0.174755169392229,0.1507177868673231,0.8965989241699988,242.0359360554684,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,22,158.38019307454428,64.78715515136719,0.1250655100916027,0.115317373196944,0.93537938005165,232.0750309271734,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,23,264.475212097168,125.5272216796875,0.2041704797076721,0.0904111164432245,0.8406615625093551,393.21113880722186,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,24,240.0726496378581,63.06331634521485,0.1742334937811385,0.1428701727874976,0.786217109088557,409.0989891179644,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,25,192.75973765055335,193.68142700195312,0.1529966423380812,0.1353242662747438,0.9310886189344668,232.55391325156265,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,26,196.02536010742188,141.0885009765625,0.2088272670978967,0.1527958189866647,0.9285501943674588,242.06158287822083,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,27,277.8495686848958,187.7373046875,0.1980611508152887,0.1192912317036865,0.7684963130905242,403.3150247044968,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,28,353.7969970703125,291.833984375,0.2177962785509367,0.1080889622004013,0.6824840469244071,477.122403518474,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0032,29,80.59449259440105,90.83328247070312,0.0519649767120859,0.050626337305303,0.9816256020817228,89.3208920579252,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,0,398.055908203125,327.176025390625,0.0927090337042951,0.0651106491825274,0.8086917263377411,453.2378063533831,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,1,390.2703450520833,241.9873046875,0.1073577634467499,0.0678417819706402,0.8118045515654488,485.6499891333918,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,2,516.0934244791666,410.212890625,0.1628059175744862,0.1176288576139181,0.7251137505154847,641.7239655270284,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,3,137.895263671875,146.8162841796875,0.0425679685689187,0.0385609020854256,0.985529951896306,164.4107279508789,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,4,353.55544026692706,285.7908935546875,0.0860528930361018,0.0760331255892849,0.899234429686028,432.2499135826936,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,5,391.2518717447917,320.057861328125,0.1811590132415177,0.0907593321154865,0.9359846450092708,476.6164759310054,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,6,701.1884155273438,613.6360473632812,0.2025663860034141,0.2425433127494864,0.5987087915654253,855.9946285089021,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,7,401.2664794921875,394.0203857421875,0.1048973485464446,0.0859737901698274,0.9256625247401042,480.50585499280953,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,8,389.9083658854167,340.32958984375,0.2141134176497871,0.0759003439451221,0.920875737024802,494.0120861641869,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,9,336.186279296875,336.071533203125,0.0784405559161851,0.0666689370559894,0.9206228459408248,399.6616248163034,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,10,221.78763834635416,207.6590576171875,0.0626147616124865,0.0496288529005937,0.9443920025049292,253.04614706420543,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,11,574.1825154622396,566.1175537109375,0.2170023597022811,0.1425731601222356,0.8653813916649631,612.5111154740434,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,12,366.0438639322917,319.28125,0.1062707330394485,0.0579748059387831,0.8437481108742417,454.1827182473222,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,13,336.78594970703125,366.2359619140625,0.1195186276577745,0.1047319381224411,0.9548774077949326,375.15615312575903,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,14,294.7545166015625,255.2530517578125,0.0725459763733179,0.0725653799046757,0.9409527257060752,325.95404094235886,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,15,623.420654296875,512.593994140625,0.1709453130856739,0.1404463288535197,0.4501564552852377,817.4669560743256,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,16,273.376708984375,191.33349609375,0.1061177878761064,0.071779349202745,0.9684175791534116,328.6610769926519,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,17,337.1215413411458,276.541748046875,0.0797641023088533,0.0713777286406778,0.9151626094268784,387.6474652399718,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,18,633.5333658854166,500.1285400390625,0.186493274257986,0.1124942274587825,0.512645273558769,758.6388733359062,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,19,518.9688720703125,446.720458984375,0.1222995560643229,0.0994019591287375,0.6837565803567454,566.3630011300436,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,20,429.3550415039063,229.880615234375,0.1459289865155475,0.0552334919177399,0.7582960328406756,688.4368162284458,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,21,334.31005859375,264.234130859375,0.1247627623629254,0.0844780568323858,0.9374924327223776,402.8059335573173,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,22,622.3991088867188,385.64599609375,0.1458270587550663,0.0957248527705299,0.668380399752368,801.9002765138929,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,23,546.994140625,495.842529296875,0.1466111873064088,0.1195799001568962,0.4173885221265673,691.9090880373867,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,24,603.2875162760416,468.1494140625,0.1374965467853027,0.118991742073989,0.4632138009342108,790.4006202552412,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,25,453.3014729817708,360.47314453125,0.1094079529901359,0.0937624593804172,0.692684142790609,540.9272851446055,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,26,356.5033569335937,346.9335327148437,0.1011659165397565,0.0851699644637093,0.910613485490842,384.7462459023982,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,27,313.0480550130208,275.396728515625,0.079438294867731,0.0678475115091438,0.8909862098030841,378.53018238956906,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,28,391.8705647786458,213.028564453125,0.1154766591638982,0.0778456259663482,0.7598091665882695,554.7600811515449,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0039,29,286.68829345703125,218.387451171875,0.0758357248798966,0.0588792097318918,0.9321106339982976,357.5353320583706,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,0,23.64989556206597,17.919952392578125,0.1068029695141077,0.1064952204167718,0.9702251784032055,31.03423761281674,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,1,17.43608856201172,13.353515625,0.097775672930894,0.0764339453274119,0.9860165403675574,20.720723688710383,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,2,16.07724931504991,11.34375,0.0623393854813543,0.0514595802684007,0.9812112369049488,22.155253901122297,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,3,21.083186679416237,13.521743774414062,0.0903077135535959,0.0623754213975271,0.9258950912934129,29.204571028398245,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,4,35.785408867730034,28.20860290527344,0.122966075739928,0.1232282981307939,0.936870575222077,44.15098491177844,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,5,22.300928751627605,15.470458984375,0.0674183614184991,0.0713647895169767,0.9814383505435456,29.929866603082736,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,6,20.434471130371094,12.120521545410156,0.0749022669685234,0.0614794890085856,0.9737518592816125,28.221470794373225,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,7,15.83890151977539,9.117813110351562,0.1308218315239682,0.0689408958777337,0.9612964715320892,21.52774570044134,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,8,24.574537489149307,20.01898193359375,0.1122543703954804,0.0828206158369896,0.9478362768052152,27.91498247555348,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,9,34.55282508002387,15.982955932617188,0.1417576050271951,0.0850504051848613,0.8827757836381994,47.36943959104924,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,10,22.973120795355904,7.919265747070312,0.0679542697127398,0.0721519411991762,0.9590173337734492,41.52390489538873,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,11,18.97494655185276,21.189178466796875,0.1141301660205298,0.1009296857215704,0.9497575475884826,21.789013432277137,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,12,18.281700981987846,19.352813720703125,0.1035876264154777,0.0621613154844653,0.9585117073051168,21.724644658682017,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,13,25.53621504041884,21.651824951171875,0.1122151927965364,0.0888878062087482,0.9620785755452176,35.434232081317944,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,14,12.829961988661024,11.46490478515625,0.067074434241155,0.0788986850792253,0.993815223231849,15.436273715271792,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,15,19.619151645236546,19.463836669921875,0.085310529636909,0.0715294066853491,0.9796177045525232,22.7986598552144,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,16,25.37743462456597,14.578399658203123,0.1240122175320633,0.0662743031657729,0.9277178549931762,31.28234303103305,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,17,25.61053975423177,20.80865478515625,0.1116320640592687,0.1002923424602437,0.972198137932811,32.88921143398368,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,18,15.19461907280816,10.261306762695312,0.0591458651567949,0.0509655330661759,0.9661395354078128,22.134636499949192,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,19,17.94382052951389,15.35577392578125,0.0718592698773991,0.0504032522684744,0.9687523611872872,22.295985566623767,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,20,36.50074217054579,22.14776611328125,0.1457138021437714,0.1145995961244993,0.9270419125276068,48.35142720325741,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,21,23.73297119140625,16.212066650390625,0.0725777323100872,0.0735441229851186,0.9553309275411764,33.77280696586767,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,22,20.3449215359158,17.684585571289062,0.0883731320944481,0.0870429064831395,0.8952259610006068,24.86305658056163,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,23,24.24468485514323,16.245513916015625,0.0872481426002527,0.0779370959801885,0.977833862129212,30.742962720830203,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,24,23.9422607421875,23.165771484375,0.1370395306506336,0.0931965788482202,0.9832059309713712,25.990316735672117,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,25,30.992816501193577,14.596969604492188,0.0743179807040083,0.0666900145323377,0.9421820059548068,54.23333900586151,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,26,16.434754265679253,11.1021728515625,0.1063077791665757,0.046662548104517,0.9741622186698972,21.444831125377068,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,27,25.50951639811198,13.781295776367188,0.1076460774947982,0.0774933614848572,0.9605299512586308,33.686748524744225,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,28,25.01310136583116,17.3797607421875,0.0969940203819993,0.0686733555726978,0.9733412760283428,34.60959633206923,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0049,29,26.156687418619796,26.700851440429688,0.1723392300837778,0.0976327186205895,0.9793355844416692,32.21238278912957,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0050,0,43.402649307250975,19.67755126953125,0.3032073789347165,0.0300164190516575,0.8964845254821284,63.44830726883031,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0050,1,75.07242584228516,46.33514404296875,0.1539719668224928,0.0619516470509397,0.3912023245356917,105.73857606854224,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0050,2,46.11697692871094,21.16903686523437,0.061497459569726,0.0298254051348567,0.8603030176737441,78.76156391014791,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0050,3,59.64460754394531,23.0810546875,0.1067822935201652,0.0377023721397252,0.6476138709217786,89.14354046471993,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0050,4,41.57645263671875,25.7020263671875,0.0854433627013286,0.0387992608083288,0.8474770574328827,59.39068756141462,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0050,5,43.48513984680176,35.81695556640625,0.2407067451069032,0.064591398067193,0.9181150506239676,54.36118176451424,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0050,6,24.415048599243164,20.519821166992188,0.1284466696586152,0.037889456788946,0.977056363081596,30.4528981224082,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
0050,7,59.228197479248045,24.056060791015625,0.4485052205500509,0.0392759417966442,0.6371724062046253,108.30567342146944,"HYPER_TL_ENS(n=5,lam_ens=False)",1.0,False,0.0,1.0
