smiles	RT
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	483.6
CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl	514.2
CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl	559.8
CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O	432.0
C1=CC(=CC=C1[N+](=O)[O-])O	555.0
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl	506.99999999999994
C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	563.4000000000001
CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O	565.2
C1=CC(=C(C=C1N)N)S(=O)(=O)O	88.8
C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F	654.6
CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl	461.40000000000003
C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O	446.40000000000003
C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl	457.2
CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O	604.8
CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl	508.8
CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O	601.1999999999999
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O	585.0
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	538.2
CC1=CC(=O)NS(=O)(=O)O1	126.6
CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F	642.0
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O	480.0
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl	692.4
C1=CC=C2C(=C1)C(=O)NS2(=O)=O	180.6
C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	555.0
C1CCC(CC1)NS(=O)(=O)O	164.4
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	606.5999999999999
CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C	635.4
C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O	491.4
CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O	514.2
CC1=C(C=CC(=C1)Cl)OCC(=O)O	489.6
COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O	499.20000000000005
C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O	669.6
C(#N)C1=C(C(=C(C(=C1Cl)C#N)Cl)Cl)O	543.6
CCOC(=O)C1=CC=C(C=C1)O	588.6
CCCCCCCCCCCCOS(=O)(=O)O	580.2
C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl	681.0
C1=CC(=CC2=C1C=CC(=C2)S(=O)(=O)O)S(=O)(=O)O	99.0
C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O	435.0
C1=CC2=NNN=C2C(=C1)O	420.0
CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br	700.2
CCCCOC(=O)C1=CC=C(C=C1)O	633.0
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O	174.60000000000002
