smiles	RT
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	373.2
CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	370.5
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	357.71999999999997
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	290.46000000000004
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	350.76
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	388.74
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	371.58
CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C	405.23999999999995
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C	366.12
CC(CCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C	367.5
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C	308.46
CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	354.71999999999997
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O	316.8
CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	403.86
CC(CC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	379.92
CC(CCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C	353.16
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(CC4C3(CCC(C4)O)C)O)C	347.58
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	363.0
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	433.14000000000004
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	389.76000000000005
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	318.18
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	360.84000000000003
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	331.26
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	338.46
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	383.21999999999997
CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	360.59999999999997
CCCCCCCCCCCCC(C(=O)O)O	398.58
CC(C)CCCCCCCCCCCCC(=O)O	428.04
CCC(C)CCCCCCCCCCCCC(=O)O	432.24
CCCCCCCCCCCCCCC(C(=O)O)O	414.0
CC(C)CCCCCCCCCCCCCCC(=O)O	442.08000000000004
CC(C)CCCCCCCCCCCCCCCC(=O)O	446.34000000000003
CCCCCCCCC=CCCCCCCCCCC(=O)O	444.78000000000003
CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O	425.1
CCC=CCC=CCC=CCCCCCCCC(=O)O	427.56
CCCCCCCCC=CCCCCCCCC(=O)O	430.5
CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O	442.98
CCCCCCCCCCCCCCCCCCCCC(=O)O	466.85999999999996
CCCCCCCCCCCCCCCCCCCCCC(=O)O	476.82
CCCCCCCCCCCCCCCCCCCCCCC(=O)O	489.54
CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O	478.14000000000004
CCCCCCCCCCCCCCCCCCCCCCCCC(=O)O	518.82
CCCCCCCCCCCCCC(=O)O	415.26
CC(C)CCCCCCCCCCCCCC(=O)O	432.0
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O	413.7
CCCCCCCCC=CCCCCCCCCCC(=O)O	443.16
CC(CC=C)C(=O)O	203.51999999999998
CC(C)(CC(=O)O)CC(=O)O	203.51999999999998
C#CCCCCCCCCCCCCCCCC(=O)O	414.42
CCCCCCCCCCCCCCC(=O)O	422.4
CCCCCCCCCCCCCCCCC(=O)O	433.8
CCCCCCCCCCCCCCCCCCC(=O)O	449.22
