smiles	RT
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	279.35999999999996
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	247.20000000000002
CC(CCCC(C)C(=O)O)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C	303.24
CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	255.66
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	212.22
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	232.74
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	242.64
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	276.36
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	251.04000000000002
CCC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	148.98000000000002
CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	176.94
CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C	327.66
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C	275.4
CC(CCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C	260.03999999999996
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C	254.45999999999998
CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	234.66
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O	259.62
CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	311.52
CC(CC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	269.46
CC(CCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C	259.62
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(CC4C3(CCC(C4)O)C)O)C	245.57999999999998
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	246.95999999999998
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	248.46
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	230.1
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	199.26000000000002
CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	241.62
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	259.8
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	227.46
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	213.42
C[N+](C)(C)CC(CC(=O)[O-])O	34.919999999999995
CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	103.44
CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	150.11999999999998
CCCCCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O	237.12
CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	61.44
CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C	303.06
CCCCCCCCCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O	279.06
CCCCCC=CCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	300.41999999999996
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	227.16
CC=C(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	143.16
CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	152.94
C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCC(=O)O	48.9
CCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	206.52
CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	212.10000000000002
CC(CC(=O)[O-])CC(=O)OC(CC(=O)O)C[N+](C)(C)C	143.16
CCCCCCCCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	279.42
CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	282.36
CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	309.0
CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	318.78
CCCCCCCCCCCCC(C(=O)O)O	296.22
CC(CC=C)C(=O)O	140.57999999999998
CCC(C)(C(=O)O)O	189.48
C(=CC(=O)O)C=CC(=O)O	84.36
CC(C)(CC(=O)O)CC(=O)O	140.57999999999998
CCCCCCC=CCCCC(=O)O	292.2
C#CCCCCCCCCCCCCCCCC(=O)O	328.68
C=CCCCCCCCCC(=O)O	233.4
C(CCCCC(=O)O)CCCC=CC(=O)O	233.4
CCCCCCCCCCCCCCC(=O)O	327.6
CCCCCCCCCCCCCCCCC(=O)O	341.46
CCCCCCCCCCCCCCCCCCC(=O)O	354.17999999999995
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	335.88
CCCCCCCCC=CCC=CCC=CCCCC(=O)O	343.02
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O	337.44
CCCCCC(CC(=O)O)O	200.39999999999998
C(CCCC=CC(=O)O)CCCO	208.85999999999999
C(CCCCC(=O)O)CCCCO	211.86
CCCCCCC=CC#CCCCCCCCC(=O)O	331.38
CCCCCC=CCC=CCCCCCCCC(=O)O	328.56
CCCCCCCCCCCC=CCCCCC(=O)O	341.34000000000003
CCCCCCCCC=CCCCCCCCCC(=O)O	346.92
CCCCCCCCC(C)CCCCCCCCC(=O)O	351.18
CCCCCCCCCCCCCCCC(=O)O	334.38
CCCCCCCCCCCCCCCCCC(=O)O	348.18
CCCCCC=CCC=CCCCCCCCCCCCC(=O)O	358.38
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O	386.22
C(CCCC(=O)O)CCCC(=O)O	189.54
CCCCC=CC=CC=CCCCCCCCC(=O)O	292.32
CCCCCCC(CC=CCCCCCCCC(=O)O)O	297.96000000000004
C(CCCC(C(CCCCCCO)O)O)CCCC(=O)O	206.28
CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O	345.66
CCC=CCC=CCC=CCCCCCCCCCCCC(=O)O	351.47999999999996
CCCCCCCCC=CCCCCCCCCCCCC(=O)O	364.02
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	35.4
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	46.44
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O	70.56
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	36.72
CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	134.94
CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O	35.4
CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O	189.72
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N	151.98
C(C(=O)O)C(=O)O	35.4
C(C(C(=O)O)OP(=O)(O)O)O	35.4
C1=CNC(=O)NC1=O	39.42
C1=C2C(=NC=N1)N=CN2	52.08
