smiles	RT
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	441.6
C1(C(C(C(C(C1O)O)O)O)O)O	66.0
C[N+]1=CC=CC(=C1)C(=O)[O-]	67.8
C[N+]1(CCCC1C(=O)[O-])C	70.19999999999999
C1=C(C=C(C(=C1O)O)O)C(=O)O	141.6
C1C2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C6=C(C(=C(C(=C6C(=O)O3)C7=C(C(=C(C=C7C(=O)O2)O)O)O)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O	184.2
CN1C=NC2=C1C(=O)NC(=O)N2C	195.0
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	204.0
COC1=C(C=C(C=C1OS(=O)(=O)O)C(=O)O)O	216.6
C1=CC(=C(C=C1CCO)O)O	228.0
C1C2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C6=C(C(=C(C(=C6C(=O)O3)C7=C(C(=C(C=C7C(=O)O2)O)O)O)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O	229.2
C1=CC(=C(C=C1C(=O)O)O)O	237.6
C1=CC(=C(C(=C1)O)OS(=O)(=O)O)O	239.4
C1=CC=C(C(=C1)O)OS(=O)(=O)O	253.2
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O	287.4
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	326.40000000000003
C1=CC(=C(C=C1O)C(=O)O)O	326.40000000000003
C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	328.8
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O	337.8
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O	339.0
C1=CC(=O)OC2=CC(=C(C=C21)O)O	361.2
C1=CC(=C(C=C1CCC(=O)O)O)O	362.4
C1=CC=C(C=C1)C(=O)NCC(=O)O	365.4
C1=CC(=CC=C1CC(=O)O)O	367.8
COC1=C(C=CC(=C1)C(=O)O)O	378.0
C1=CC(=C(C=C1O)O)C(=O)O	381.6
C1=CC(=C(C=C1C=CC(=O)O)O)O	381.6
COC1=CC(=CC(=C1O)OC)C(=O)O	386.40000000000003
C1=CC(=C(C(=C1)O)C(=O)O)O	389.40000000000003
C1CC(=O)OC1CC2=CC(=C(C=C2)O)OS(=O)(=O)O	390.0
COC1=C(C=CC(=C1)CC(=O)O)O	409.8
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	410.4
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	414.0
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)C(=O)O)O)O)O)O	450.59999999999997
C1=CC(=CC=C1CCC(=O)O)O	475.79999999999995
C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)OC4C(C(C(C(O4)C(=O)O)O)O)O	478.8
COC1=C(C=CC(=C1)C=O)O	482.4
COC1=C(C=CC(=C1)CC(COC2C(C(C(C(O2)CO)O)O)O)C(CC3=CC(=C(C=C3)O)OC)COC4C(C(C(C(O4)CO)O)O)O)O	484.8
C1=CC(=C(C2=C1C3=CC(=C(C=C3C(=O)O2)O)O)O)O	494.40000000000003
C1=CC(=CC=C1C=CC(=O)O)O	504.0
