smiles	RT
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	395.88
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	378.96
CC(CCCC(C)C(=O)O)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C	395.88
CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	376.14
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	364.8
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	297.84000000000003
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	356.94
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	393.72
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	378.06
CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C	410.21999999999997
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C	370.92
CC(CCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C	373.86
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C	314.76000000000005
CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	361.02000000000004
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O	324.71999999999997
CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	409.14
CC(CC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	385.14
CC(CCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C	359.94
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(CC4C3(CCC(C4)O)C)O)C	354.3
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	369.71999999999997
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	449.88
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	397.68
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	326.04
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	366.6
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	338.4
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	344.22
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	322.98
CCCCCCCCCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O	369.84
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	389.40000000000003
CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	184.14
CCCCCCCCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	361.26
CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	366.84
CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	383.82
CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	390.84000000000003
CCCCCCCCCCCCC(C(=O)O)O	402.12
CC(C)CCCCCCCCCCCCC(=O)O	433.02
CCC(C)CCCCCCCCCCCCC(=O)O	437.21999999999997
CCCCCCCCCCCCCCC(C(=O)O)O	417.6
CC(C)CCCCCCCCCCCCCCC(=O)O	448.5
CC(C)CCCCCCCCCCCCCCCC(=O)O	452.7
CCCCCCCCC=CCCCCCCCCCC(=O)O	451.38
CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O	428.7
CCCCCCCCC=CCCCCCCCC(=O)O	434.28000000000003
CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O	449.64
CCCCCCCCCCCCCCCCCCCCC(=O)O	477.9
CCCCCCCCCCCCCCCCCCCCCC(=O)O	490.43999999999994
CCCCCCCCCCCCCCCCCCCCCCC(=O)O	506.15999999999997
CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O	491.99999999999994
CCCCCCCCCCCCCCCCCCCCCCCCC(=O)O	541.32
CCCCCCCCCCCCCC(=O)O	419.1
