smiles	RT
C(CP(=O)(O)O)N	58.199999999999996
C(CCCCC(=O)O)CCCCO	426.0
C1CC1(C(=O)[O-])N	61.2
C1=CC=C2C(=C1)C=CC(=C2[O-])C(=O)O	561.5999999999999
CN1C=NC2=C(C1=N)N=CN2C3C(C(C(O3)CO)O)O	190.2
CN1C=C(N=C1)CC(C(=O)O)N	57.599999999999994
C(C(C(=O)O)N)N	55.800000000000004
C1=CC(=C(C(=C1)O)[O-])C(=O)O	295.79999999999995
CC(=O)C1=C(C=C(C=C1)O)O	381.0
C1=CN=C2C(=N1)C(=O)NC(=O)N2	136.2
C1=CC(=C(C=C1O)C(=O)O)[O-]	268.2
CC(=O)NC1C(C(C(OC1N)CO)O)O	63.6
CC(C)(C(=O)O)N	62.400000000000006
C(C=O)C(C(C(CO)O)O)O	63.6
CSCCC(C(=O)O)O	229.2
CCC(C(=O)[O-])O	142.20000000000002
C1=CC=C(C(=C1)CC(=O)O)O	266.40000000000003
CC(CCC(=O)O)C(=O)O	231.0
C(C(C(=O)O)OP(=O)(O)O)O	61.800000000000004
C1=CC=C2C(=C1)C=CC(=N2)C(=O)O	252.0
C1=CC=C(C(=C1)CCC(=O)[O-])O	360.59999999999997
C1=CC(=CC=C1CC(=O)C(=O)[O-])O	474.6
C1=CC(=C(C=C1C(C(=O)O)O)O)O	102.0
C1=CC(=C(C=C1C(=O)O)O)[O-]	225.0
C1=CC(=C(C=C1CC(=O)O)O)O	237.0
C1=CC(=C(C=C1C(CO)O)O)O	108.0
C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I	388.2
C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	288.59999999999997
C1=CC(=C(C=C1C(=O)O)N)[O-]	91.2
C1=C(C=C(C=C1N)[O-])C(=O)O	97.8
C1C(C(C(=O)C=C1C(=O)O)O)O	84.6
C1=CC(=C(C(=C1)[O-])N)C(=O)O	222.6
C1=CC(=CC(=C1)[O-])C(=O)O	292.2
CC(CC(=O)O)(CC(=O)O)O	135.0
COC1=C(C=CC(=C1)C(C(=O)O)O)O	178.8
COC1=C(C=CC(=C1)CCN)O	174.60000000000002
COC1=C(C=CC(=C1)CC(C(=O)O)N)O	172.20000000000002
CC1C2=CC=CC=C2NC1=O	154.2
CN1C=NC(=N)C2=C1N=CN2	78.60000000000001
CN1C=NC=C1CCN	53.4
C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O	210.0
C(C(C(=O)O)O)OP(=O)(O)O	60.6
C(C(C(=O)O)N)S(=O)O	58.8
CC(=O)NCCCC(=O)[O-]	150.0
C1=CC(=CC=C1C(=O)[O-])N	219.60000000000002
C1=CC(=CC=C1C=CC(=O)O)O	329.40000000000003
C(CC(=O)O)CN=C(N)N	84.6
COC1=C(C=CC(=C1)C(CO)O)O	185.39999999999998
C1=CC(=CC=C1C(=O)O)[O-]	270.0
C1=CC(=CC=C1C(C(=O)O)N)O	63.6
