smiles	RT
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	312.48
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	268.2
CC(CCCC(C)C(=O)O)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C	331.2
CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	273.12
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	221.52
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	253.01999999999998
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	307.38
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	270.0
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C	288.48
CC(CCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C	274.74
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C	247.20000000000002
CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	245.21999999999997
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O	243.48
CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(CC4C3(CCC(C4)O)C)O)C	254.34
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	260.21999999999997
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	277.91999999999996
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	250.38
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	206.1
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	274.68
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	236.34
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	223.56
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	204.84
CCCCCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O	249.3
CCCCCCCCCCCCC(C(=O)O)O	377.7
CCCCCCCCCCCCCCC(C(=O)O)O	412.14
C(CCCC=CC(=O)O)CCCO	224.82
C(CCCCC(=O)O)CCCCO	232.68
C(CCCC(C(CCCCCCO)O)O)CCCC(=O)O	221.34
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	35.04
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	44.88
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	35.04
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N	143.22
C(C(C(=O)O)O)O	42.9
C(CC(=O)O)C(=O)O	46.86
C1=NC2=C(N1)C(=O)NC(=O)N2	42.9
C12=C(NC(=O)N1)NC(=O)NC2=O	40.92
C1C(C(C(CC1(C(=O)O)O)O)O)O	34.08
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	34.08
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	32.82
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O	34.8
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=O)NC2=O	35.16
C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O	45.0
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	34.14
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	34.14
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N	34.14
CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	199.44
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	34.14
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	34.14
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	142.38000000000002
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O	33.18
C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N	34.14
C1=CC=C2C(=C1)C(=CN2)CC(=O)N	173.28
C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I	200.82
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	220.5
CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C	257.88
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O	254.93999999999997
CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	272.64
CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	245.1
C=CC(=O)O	50.339999999999996
CSC1=NC=NC2=C1NC=N2	149.64000000000001
C1=CC(=C(C(=C1)O)O)C(=O)O	100.5
C1=CC(=C(C=C1C(=O)O)O)O	100.5
C1=CC(=C(C=C1C=CC(=O)O)O)O	156.54
C1=CC(=CC=C1CC(=O)C(=O)O)O	156.54
C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	161.45999999999998
CC1C2=CC(=C(C=C2CCN1)O)O	44.339999999999996
CC1C(NC(=O)N1)CCCCCC(=O)O	174.18
CC(=O)NCCC1=CNC2=C1C=C(C=C2)O	153.54000000000002
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	34.5
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O	34.5
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	34.5
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	34.5
C(C1C(C(C(C(O1)OCC2C(C(C(O2)(CO)O)O)O)O)O)O)O	34.5
C=C(CC(=O)O)C(=O)O	78.78
CC(=CC(=O)O)C(=O)O	78.78
CC(CCC(=O)O)C(=O)O	128.94
